VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200ZB;;;;;;;;;;VA4200ZB;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
SW2500ZB Sinope Switch;;;;;SW2500ZB;;;;;;;;;;SW2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/sw2500zb-sinope-switch.src/sw2500zb-sinope-switch.groovy
TH1400ZB Sinope Thermostat;;;;;TH1400ZB;;;;;;;;;;Sinope TH1400ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1400zb-sinope-thermostat.src/th1400zb-sinope-thermostat.groovy
TH1500ZB Sinope Thermostat;;;;;TH1500ZB;;;;;;;;;;Sinope TH1500ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1500zb-sinope-thermostat.src/th1500zb-sinope-thermostat.groovy
RM3250ZB Sinope Load Controller;;;;;RM3250ZB;;;;;;;;;;RM3250ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/rm3250zb-sinope-load-controller.src/rm3250zb-sinope-load-controller.groovy
ZigBee Switch;;;0104;;SP 222;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FC82;000A, 0019;;;;;Innr Smart Plug;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;SP 224;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FC82;000A, 0019;;;;;Innr Smart Plug;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;1113-S;oic.d.smartplug;;;0000, 0003, 0006, 0402, 0B05, FC01, FC02;0003, 0019;;;;;Iris Smart Plug;;;;iMagic by GreatStar;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;ZSS-10;;;;0000, 0003, 0006;0003, 0006, 0019, 0406;;;;;Leviton Switch;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;65A21-1;;;;0000, 0003, 0006;000A;;;;;Leviton Wireless Load Control Module-30amp;;;;HAI;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;DL15A;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006;0003, 0006, 0008, 0019, 0406;;;;;Leviton Lumina RF Plug-In Appliance Module;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;DL15S;;;;0000, 0003, 0004, 0005, 0006;0003, 0006, 0008, 0019, 0406;;;;;Leviton Lumina RF Switch;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;095db3379e414477ba6c2f7e0c6aa026;;;;0000, 0005, 0004, 0006;0000;;;;;Orvibo Smart Switch;;;;ORVIBO;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;fdd5fce51a164c7ab73b2f4d8d84c88e;oic.d.smartplug;;;0000, 0005, 0004, 0006;0000;;;;;Orvibo Smart Outlet;;;;ORVIBO;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;C05E;;Plug 01;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 1000, 0B04, FC0F;0019;;;;;OSRAM SMART+ Plug;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;PLUG;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0B05, FC01, FC08;0003, 0019;;;;;SYLVANIA SMART+ Smart Plug;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;E1C-NB6;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0B05;0019;;;;;Sengled Element Outlet;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;BASICZBR3;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006;0000;;;;;SONOFF Basic (R3 Zigbee);;;;SONOFF;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;S31 Lite zb;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006;0000;;;;;S31 Lite zb;;;;SONOFF;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;TERNCY-LS01;;;;0000, 0003, 0006;0019;;;;;Terncy Smart Light Socket;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;3RSS008Z;;;;0000, 0003, 0004, 0005, 0006, 0019;;;;;;RealitySwitch Plus;;;;Third Reality, Inc;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;3RSS007Z;;;;0000, 0003, 0004, 0005, 0006, 0019;;;;;;RealitySwitch;;;;Third Reality, Inc;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
Z-Wave Motion/Temp/Light Sensor;;;;0002;0005;;;;;;;;;;Aeotec TriSensor;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-temp-light-sensor.src/zwave-motion-temp-light-sensor.groovy
Z-Wave Motion/Temp/Light Sensor;;;;0102;0005;;;;;;;;;;Aeotec TriSensor;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-temp-light-sensor.src/zwave-motion-temp-light-sensor.groovy
Z-Wave Motion/Temp/Light Sensor;;;;0202;0005;;;;;;;;;;Aeotec TriSensor;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-temp-light-sensor.src/zwave-motion-temp-light-sensor.groovy
Zigbee Multi Button;;SmartThings;;;3450-L;;;;0000, 0001, 0003, 0007, 0020, 0B05;0003, 0006, 0019;;;;;Iris KeyFob;;generic-4-button;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/zigbee-multi-button.src/zigbee-multi-button.groovy
Zigbee Multi Button;;SmartThings;;;3450-L2;;;;0000, 0001, 0003, 0007, 0020, 0B05;0003, 0006, 0019;;;;;Iris KeyFob;;generic-4-button;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/zigbee-multi-button.src/zigbee-multi-button.groovy
Z-Wave Plus Motion/Temp Sensor;;;;2002;0205;;;;;;;;;;;;;0109;;;;SmartThingsPublic/devicetypes/smartthings/zwave-plus-motion-temp-sensor.src/zwave-plus-motion-temp-sensor.groovy
ZigBee Battery Accessory Dimmer;;SmartThings;0104;;E1E-G7F;;;;0000,0001,0003,0020,FC11;0003,0004,0006,0008,FC10;;;;;Sengled Smart Switch;;generic-dimmer;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-battery-accessory-dimmer.src/zigbee-battery-accessory-dimmer.groovy
ZigBee Battery Accessory Dimmer;;;;;TRADFRI wireless dimmer;;;;;;;;;;IKEA TRÃDFRI Wireless dimmer;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zigbee-battery-accessory-dimmer.src/zigbee-battery-accessory-dimmer.groovy
ZigBee Battery Accessory Dimmer;;;0104;;3131-G;;;;0000,0001,0003,0020,0B05;0003,0006,0008,0019;;;;;Centralite Smart Switch;;;;Centralite Systems;;;SmartThingsPublic/devicetypes/smartthings/zigbee-battery-accessory-dimmer.src/zigbee-battery-accessory-dimmer.groovy
eZEX Temp & Humidity Sensor;;;0104;;E282-KR0B0Z1-HA;;;;0000,0003,0402,0405,0500;0019;;;;;Smart Temperature/Humidity Sensor (AC Type);;;;;;;SmartThingsPublic/devicetypes/smartthings/ezex-temp-humidity-sensor.src/ezex-temp-humidity-sensor.groovy
ZigBee RGBW Bulb;;;0104;;;;0102;;0006, 0008, 0300;;;;;;Generic RGBW Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;;;010D;;0006, 0008, 0300;;;;;;Generic RGBW Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;AD-RGBW3001;;010D;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Eria ZigBee RGBW Bulb;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;SmartThings;0104;;RGBCXStrip50AU;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0019;;;;;AOne Smart Strip Controller;;generic-rgbw-color-bulb-2500K-6000K;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;; RGBGU10Bulb50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000, FEDC;000A, 0019;;;;;Aurora Smart RGBW;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;RGBBulb51AU;;;;0000, 0004, 0003, 0006, 0008, 0005, 0300, FFFF, 1000;0019;;;;;Aurora RGBW GLS Lamp;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;RGBBulb51AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000, FFFF;0019;;;;;AOne Smart RGBW GLS Lamp;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;RB 285 C;;;;0000, 0004, 0003, 0005, 0006, 0008, 0300, 1000;0019;;;;;Innr Smart Bulb Color;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;BY 285 C;;;;0000, 0004, 0003, 0005, 0006, 0008, 0300, 1000;0019;;;;;Innr Smart Bulb Color;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;SmartThings;;;RB 250 C;;;;;;;;;;Innr Smart Candle Colour;;generic-rgbw-color-bulb-1800K-6500K;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;SmartThings;;;RS 230 C;;;;;;;;;;Innr Smart GU10 Spot Colour;;generic-rgbw-color-bulb-1800K-6500K;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;SmartThings;0104;;ZBT-ExtendedColor;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000, FEDC;000A, 0019;;;;;MÃ¼ller Licht Bulb White+Color;;generic-rgbw-color-bulb-1800K-6500K;;MLI;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;LIGHTIFY Flex RGBW;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart Flex RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;Flex RGBW;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;OSRAM SMART+ Flex RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;LIGHTIFY A19 RGBW;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart A19 RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;LIGHTIFY BR RGBW;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart BR30 RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;LIGHTIFY RT RGBW;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart RT5/6 RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;LIGHTIFY FLEX OUTDOOR RGBW;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart RGBW Flex;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;RT HO RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01, FC08;0003, 0019;;;;;SYLVANIA Smart RT HO RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;A19 RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Smart A19 RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;FLEX Outdoor RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Smart Flex RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;FLEX RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Smart Flex RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;BR30 RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Smart BR30 RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;RT RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Smart RT5/6 RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;Outdoor Pathway RGBW;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Outdoor Pathway Full Color;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;Flex RGBW Pro;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Smart Flex 11 RGBW;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;5ZB-A806ST-Q1G;;;;0000, 0004, 0003, 0006, 0008, 0005, 0300;0019;;;;;Ozom Multicolor Smart Light;;;;LEEDARSON LIGHTING;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;E11-N1EA;;;;0000,0003,0004,0005,0006,0008,0300,0702,0B05,FC03,FC04;0019;;;;;Sengled Multicolor;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;E12-N1E;;;;0000,0003,0004,0005,0006,0008,0300,0702,0B05,FC03,FC04;0019;;;;;Sengled Element Color Plus;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;E21-N1EA;;;;0000,0003,0004,0005,0006,0008,0300,0702,0B05,FC03,FC04;0019;;;;;Sengled Multicolor;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;SmartThings;;;E1G-G8E;;;;;;;;;;Sengled Smart Light Strip;;generic-rgbw-color-bulb-2000K-6500K;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;SmartThings;0104;;E11-U3E;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0702, 0B05, FC03;0019;;;;;Sengled Element Color Plus;;generic-rgbw-color-bulb-2000K-6500K;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
ZigBee RGBW Bulb;;;0104;;E11-U2E;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0702, 0B05, FC03;0019;;;;;Sengled Element Color Plus;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgbw-bulb.src/zigbee-rgbw-bulb.groovy
Zigbee Motion Detector;;;0104;;MS01;;0402;;0000,0001,0003,0500;0003;;;;;eWeLink Motion Sensor;;;;eWeLink;;;SmartThingsPublic/devicetypes/smartthings/zigbee-motion-detector.src/zigbee-motion-detector.groovy
Zigbee Motion Detector;;;0104;;895a2d80097f4ae2b2d40500d5e03dcc;;0402;;0000,0003,0500,0001;;;;;;Orvibo Motion Sensor;;;;ORVIBO;;;SmartThingsPublic/devicetypes/smartthings/zigbee-motion-detector.src/zigbee-motion-detector.groovy
Zigbee Motion Detector;;;0104;;PS601/z1;;0402;;0000,0003,0500,0001,FFFF;;;;;;INGENIUM ZB PIR Sensor;;;;Megaman;;;SmartThingsPublic/devicetypes/smartthings/zigbee-motion-detector.src/zigbee-motion-detector.groovy
Zigbee Motion Detector;;;0104;;PIRSensor-N;;0402;;0000, 0003, 0500, 0001;0019;;;;;HEIMAN Motion Sensor;;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-motion-detector.src/zigbee-motion-detector.groovy
Z-Wave Lock;;;;0001;0236;;;;;;;;;;KwikSet SmartCode 910 Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0238;;;;;;;;;;KwikSet SmartCode 910 Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0001;;;;;;;;;;KwikSet SmartCode 910 Contemporary Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0339;;;;;;;;;;KwikSet SmartCode 912 Lever Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;4006;;;;;;;;;;KwikSet SmartCode 914 Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0440;;;;;;;;;;KwikSet SmartCode 914 Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0642;;;;;;;;;;KwikSet SmartCode 916 Touchscreen Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0642;;;;;;;;;;KwikSet SmartCode 916 Touchscreen Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0541;;;;;;;;;;KwikSet SmartCode 888 Touchpad Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0742;;;;;;;;;;Kwikset Obsidian Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;6341;0544;;;;;;;;;;Schlage Touchscreen Deadbolt Door Lock;;;003B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;6341;5044;;;;;;;;;;Schlage Touchscreen Deadbolt Door Lock;;;003B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;634B;504C;;;;;;;;;;Schlage Connected Keypad Lever Door Lock;;;003B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0468;;;;;;;;;;Schlage Connect Smart Deadbolt Door Lock;;;003B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0469;;;;;;;;;;Schlage Connect Smart Deadbolt Door Lock;;;003B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0002;0800;;;;;;;;;;Yale Touchscreen Deadbolt Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0002;0000;;;;;;;;;;Yale Touchscreen Deadbolt Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0002;FFFF;;;;;;;;;;Yale Touchscreen Lever Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0004;0800;;;;;;;;;;Yale Push Button Deadbolt Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0004;0000;;;;;;;;;;Yale Push Button Deadbolt Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0000;;;;;;;;;;Yale Push Button Lever Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;8002;0600;;;;;;;;;;Yale Assure Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0007;0001;;;;;;;;;;Yale Keyless Connected Smart Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;8004;0600;;;;;;;;;;Yale Assure Lock Push Button Deadbolt;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;6600;0002;;;;;;;;;;Yale Conexis Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0409;;;;;;;;;;Yale Touchscreen Lever Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;800B;0F00;;;;;;;;;;Yale Assure Keypad Lever Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;800C;0F00;;;;;;;;;;Yale Assure Touchscreen Lever Door Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;8002;1000;;;;;;;;;;Yale Assure Lock;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;803A;0508;;;;;;;;;;Yale Touchscreen Deadbolt with Integrated ZWave Plus;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;SmartThings;;0001;0001;;;;;;;;;;Samsung Digital Lock;;SmartThings-smartthings-Samsung_Smart_Doorlock;022E;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0002;0001;;;;;;;;;;KeyWe Lock;;;037B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0003;0001;;;;;;;;;;KeyWe Smart Rim Lock;;;037B;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Z-Wave Lock;;;;0001;0001;;;;;;;;;;Philia Smart Door Lock;;;0366;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock.src/zwave-lock.groovy
Zigbee Metering Plug;;;0104;;ZB-ONOFFPlug-D0000;;;;0000, 0003, 0004, 0005, 0006, 0B04, 0702, FC82;0003, 000A, 0019;;;;;;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-metering-plug.src/zigbee-metering-plug.groovy
Zigbee Metering Plug;;;0104;;ZB-ONOFFPlug-D0005;;;;0000, 0003, 0004, 0005, 0006, 0B04, 0702, FC82;0003, 000A, 0019;;;;;;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-metering-plug.src/zigbee-metering-plug.groovy
Zigbee Metering Plug;;;0104;;HY0105;;;;0000, 0003, 0004, 0005, 0006, 0702, 0B04;0003;;;;;HONYAR Smart Outlet (USB);;;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-metering-plug.src/zigbee-metering-plug.groovy
Zigbee Metering Plug;;;0104;;HY0104;;;;0000, 0003, 0004, 0005, 0006, 0702, 0B04;0003;;;;;HONYAR Smart Outlet;;;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-metering-plug.src/zigbee-metering-plug.groovy
Zigbee Metering Plug;;;0104;;E_Socket;;;;0000, 0003, 0004, 0005, 0006, 0009, 0702, 0B04;0003, 0019;;;;;HEIMAN Smart Outlet;;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-metering-plug.src/zigbee-metering-plug.groovy
