name;outclusters;mnmn;profileId;prod;model;ocfDeviceType;deviceId;cc;inClusters;outClusters;ccOut;endpointId;type;profileID;deviceJoinName;endpointID;vid;mfr;manufacturer;endpoint;ui;path
TH1123ZB-TH1124ZB Sinope Thermostat;;;;;TH1123ZB;;;;;;;;;;Sinope TH1123ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1123zb-th1124zb-sinope-thermostat.src/th1123zb-th1124zb-sinope-thermostat.groovy
TH1123ZB-TH1124ZB Sinope Thermostat;;;;;TH1124ZB;;;;;;;;;;Sinope TH1124ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1123zb-th1124zb-sinope-thermostat.src/th1123zb-th1124zb-sinope-thermostat.groovy
WL4200S-WL4200 Sinope Water Leak Sensor;;;;;WL4200;;;;;;;;;;WL4200;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/wl4200s-wl4200-sinope-water-leak-sensor.src/wl4200s-wl4200-sinope-water-leak-sensor.groovy
WL4200S-WL4200 Sinope Water Leak Sensor;;;;;WL4200S;;;;;;;;;;WL4200S;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/wl4200s-wl4200-sinope-water-leak-sensor.src/wl4200s-wl4200-sinope-water-leak-sensor.groovy
DM2500ZB Sinope Dimmer;;;;;DM2500ZB;;;;;;;;;;DM2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/dm2500zb-sinope-dimmer.src/dm2500zb-sinope-dimmer.groovy
TH1300ZB Sinope Thermostat;;;;;TH1300ZB;;;;;;;;;;Sinope TH1300ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1300zb-sinope-thermostat.src/th1300zb-sinope-thermostat.groovy
VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200WZ;;;;;;;;;;VA4200WZ;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200ZB;;;;;;;;;;VA4200ZB;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
SW2500ZB Sinope Switch;;;;;SW2500ZB;;;;;;;;;;SW2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/sw2500zb-sinope-switch.src/sw2500zb-sinope-switch.groovy
TH1400ZB Sinope Thermostat;;;;;TH1400ZB;;;;;;;;;;Sinope TH1400ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1400zb-sinope-thermostat.src/th1400zb-sinope-thermostat.groovy
TH1500ZB Sinope Thermostat;;;;;TH1500ZB;;;;;;;;;;Sinope TH1500ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1500zb-sinope-thermostat.src/th1500zb-sinope-thermostat.groovy
RM3250ZB Sinope Load Controller;;;;;RM3250ZB;;;;;;;;;;RM3250ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/rm3250zb-sinope-load-controller.src/rm3250zb-sinope-load-controller.groovy
Spruce Sensor;;;0104;;PS-SPRZMS-01;;;;0000,0001,0003,0402,0405;0003, 0019;;;;;Spruce Sensor;;;;PLAID SYSTEMS;;;SmartThingsPublic/devicetypes/plaidsystems/spruce-sensor.src/spruce-sensor.groovy
Spruce Sensor;;;0104;;PS-SPRZMS-SLP1;;;;0000,0001,0003,0402,0405;0003, 0019;;;;;Spruce Sensor;;;;PLAID SYSTEMS;;;SmartThingsPublic/devicetypes/plaidsystems/spruce-sensor.src/spruce-sensor.groovy
Spruce Sensor;;;0104;;PS-SPRZMS-SLP3;;;;0000,0001,0003,0402,0405;0003, 0019;;;;;Spruce Sensor;;;;PLAID SYSTEMS;;;SmartThingsPublic/devicetypes/plaidsystems/spruce-sensor.src/spruce-sensor.groovy
Z-Wave Garage Door Opener;;;;4744;3030;;;;;;;;;;Linear GoControl Garage Door Opener;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-garage-door-opener.src/zwave-garage-door-opener.groovy
Z-Wave Garage Door Opener;;;;4744;3530;;;;;;;;;;GoControl Smart Garage Door Controller;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-garage-door-opener.src/zwave-garage-door-opener.groovy
Orvibo Gas Detector;;;0104;;d0e857bfd54f4a12816295db3945a421;;0402;;0000, 0003, 0500, 0009;0019;;;;;æ¬§çå å¯çæ°ä½æ¥è­¦å¨(SG21);;;;Heiman;;;SmartThingsPublic/devicetypes/smartthings/orvibo-gas-detector.src/Orvibo-Gas-detector.groovy
Orvibo Gas Detector;;;0104;;358e4e3e03c644709905034dae81433e;;0402;;0000, 0003, 0500, 0009;0019;;;;;æ¬§çå å¯çæ°ä½æ¥è­¦å¨(SG21);;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/orvibo-gas-detector.src/Orvibo-Gas-detector.groovy
Eaton Accessory Dimmer;;;;4441;0000;;;;;;;;;;Eaton RF Accessory Dimmer;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/eaton-accessory-dimmer.src/eaton-accessory-dimmer.groovy
ZigBee Valve;;;0104;;leakSMART Water Valve v2.10;;;;0000, 0001, 0003, 0006, 0020, 0B02, FC02;0019;;;;;leakSMART Valve;;;;WAXMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-valve.src/zigbee-valve.groovy
ZigBee Valve;;;0104;;House Water Valve - MDL-TBD;;;;0000, 0001, 0003, 0004, 0005, 0006, 0008, 000F, 0020, 0B02;0003, 0019;;;;;Waxman House Water Valve;;;;WAXMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-valve.src/zigbee-valve.groovy
ZigBee Valve;;;0104;;E253-KR0B0ZX-HA;;;;0000, 0003, 0004, 0006, 0500;0019;;;;;Smart Gas Valve Actuator;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-valve.src/zigbee-valve.groovy
Z-Wave Battery Thermostat;;;;5442;5431;;;;;;;;;;Linear Z-Wave Thermostat;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-battery-thermostat.src/zwave-battery-thermostat.groovy
Z-Wave Battery Thermostat;;;;5442;5436;;;;;;;;;;GoControl Z-Wave Thermostat;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-battery-thermostat.src/zwave-battery-thermostat.groovy
Z-Wave Metering Switch;;;;0003;0012;;;;;;;;;;Aeotec Micro Smart Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;0087;oic.d.smartplug;;;;;;;;;Dome On/Off Plug-in Switch;;;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0103;0060;oic.d.smartplug;;;;;;;;;Aeotec Smart Switch 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;0060;oic.d.smartplug;;;;;;;;;Aeotec Smart Switch 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0203;0060;oic.d.smartplug;;;;;;;;;Aeotec Smart Switch 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0103;0074;;;;;;;;;;Aeotec Nano Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;0074;;;;;;;;;;Aeotec Nano Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0203;0074;;;;;;;;;;Aeotec Nano Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;574F;3535;oic.d.smartplug;;;;;;;;;GoControl Wall-Mounted Outlet;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;5053;3531;oic.d.smartplug;;;;;;;;;GoControl Plug-in Switch;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;4F44;3031;;;;;;;;;;GE Direct-Wire Outdoor Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;0087;oic.d.smartplug;;;;;;;;;NEO Coolcam Power plug;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0602;1001;oic.d.smartplug;;;;;;;;;Fibaro Wall Plug ZW5;;;010F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;1801;1000;oic.d.smartplug;;;;;;;;;Fibaro Wall Plug ZW5;;;010F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;004E;;;;;;;;;;Aeotec Heavy Duty Smart Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0103;004E;;;;;;;;;;Aeotec Heavy Duty Smart Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;1087;oic.d.smartplug;;;;;;;;;NEO Coolcam Power Plug;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0101;000D;;;;;;;;;;Zooz Power Switch;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0002;0054;oic.d.smartplug;;;;;;;;;Qubino Smart Plug;;;0159;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;00AF;oic.d.smartplug;;;;;;;;;Aeotec Smart Switch 7;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0103;00AF;oic.d.smartplug;;;;;;;;;Aeotec Smart Switch 7;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0004;000B;oic.d.smartplug;;;;;;;;;Everspring Smart Plug;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0002;0001;;;;;;;;;;Inovelli Switch Red Series;;;031E;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Z-Wave Metering Switch;;;;0003;000A;oic.d.smartplug;;;;;;;;;POPP Smart Outdoor Plug;;;0154;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch.src/zwave-metering-switch.groovy
Ikea Motion Sensor;;;;;;;;;0000, 0001, 0003, 0009, 0B05, 1000;0003, 0004, 0006, 0019, 1000;;;;;IKEA TRÃDFRI Motion Sensor;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/ikea-motion-sensor.src/ikea-motion-sensor.groovy
Z-Wave Dual Switch;;;;0103;008C;;;;;;;;;;Aeotec Dual Nano Switch 1;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;0003;008C;;;;;;;;;;Aeotec Dual Nano Switch 1;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;;;;;0x5E,0x25,0x27,0x81,0x71,0x60,0x8E,0x2C,0x2B,0x70,0x86,0x72,0x73,0x85,0x59,0x98,0x7A,0x5A;;;0x82;;;;Aeotec Dual Nano Switch 1;;;0000;;;0x8700;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;0003;008B;;;;;;;;;;NEO Coolcam Light Switch 1;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;0003;108B;;;;;;;;;;NEO coolcam Light Switch 1;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;C000;C004;;;;;;;;;;EVA LOGIK Smart Plug 2CH 1;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;FF00;FF05;;;;;;;;;;Minoston Smart Plug 2CH 1;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Z-Wave Dual Switch;;;;C000;C007;;;;;;;;;;Evalogik Outdoor Smart Plug 2CH 1;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-dual-switch.src/zwave-dual-switch.groovy
Zigbee Thermostat;;;0104;;KONOZ;;;;0000,0001,0003,0004,0005,0020,0201,0202,0204,0B05;000A, 0019;;;;;LUX KONOz Thermostat;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-thermostat.src/zigbee-thermostat.groovy
Ecolink Water/Freeze Sensor;;;;0005;0010;;;;;;;;;;Ecolink Water/Freeze Sensor;;;014A;;;;SmartThingsPublic/devicetypes/smartthings/ecolink-water-freeze-sensor.src/ecolink-water-freeze-sensor.groovy
Zigbee Power Meter;;;0104;;E240-KR080Z0-HA;;0053;;0000, 0003, 0004, 0B04, 0702;0019;;;;;Smart Sub-meter(CT Type);;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-power-meter.src/zigbee-power-meter.groovy
Springs Window Fashions Remote;;;;5643;5A31;;;;;;;;;;2 Button Window Remote;;;026E;;;;SmartThingsPublic/devicetypes/smartthings/springs-window-fashions-remote.src/springs-window-fashions-remote.groovy
Springs Window Fashions Remote;;;;4252;5A31;;;;;;;;;;3 Button Window Remote;;;026E;;;;SmartThingsPublic/devicetypes/smartthings/springs-window-fashions-remote.src/springs-window-fashions-remote.groovy
Orvibo Moisture Sensor;;;0104;;WaterSensor-N;;0402;;0000, 0003, 0500, 0001;;;;;;HEIMAN Water Leakage Sensor (HS3WL-E);;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/orvibo-Moisture-Sensor.src/orvibo-Moisture-Sensor.groovy
ZigBee Switch Power;;;0104;;Smart16ARelay51AU;;;;0000, 0702, 0003, 0009, 0B04, 0006, 0004, 0005, 0002;0000, 0019, 000A, 0003, 0406;;;;;Aurora Smart Inline Relay;;;;Develco Products A/S;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;Smart16ARelay51AU;;;;0000, 0702, 0003, 0009, 0B04, 0006, 0004, 0005, 0002;0000, 0019, 000A, 0003, 0406;;;;;Aurora Smart Inline Relay;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;45853;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0702, 0B05;0003, 000A, 0019;;;;;GE ZigBee Plug-In Switch;;;;Jasco Products;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;45856;;;;0000, 0003, 0004, 0005, 0006, 0702, 0B05;000A, 0019;;;;;GE ZigBee In-Wall Switch;;;;Jasco Products;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;SH-PSUKC44B-E;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0B04;0000, 0004;;;;;INGENIUM ZB Smart Power Adaptor;;;;MEGAMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;PSM_00.00.00.35TC;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0702;0000;;;;;Ozom Smart Plug;;;;ClimaxTechnology;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;;;PAN18-v1.0.7;oic.d.smartplug;;;0000, 0003, 0006, 0702;0003, 0019;;;;;Philio Smart Plug;;;; ;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;SX885ZB;;;;0000, 0003, 0004, 0005, 0006, 0702;;;;;;Salus miniSmartplug;;;;SALUS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;AD-SmartPlug3001;;0051;;0000, 0003, 0004, 0005, 0006, 0B04, 1000, 0702;0019;;;;;Eria Zigbee Smart Plug;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;BPU3;;010A;;0000, 0003, 0004, 0005, 0006, 1000;0019;;;;;Eria Zigbee On/Off Plug;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
ZigBee Switch Power;;;0104;;BDP3001;;0101;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Eria Zigbee Dimmable Plug;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch-power.src/zigbee-switch-power.groovy
Z-Wave Plus Door/Window Sensor;;;;2001;0106;;;;;;;;;;;;;0109;;;;SmartThingsPublic/devicetypes/smartthings/zwave-plus-door-window-sensor.src/zwave-plus-door-window-sensor.groovy
Springs Window Fashions Shade;;;;;;;;0x5E,0x26;;;;;0x1107;;Window Shade;;;;;;;SmartThingsPublic/devicetypes/smartthings/springs-window-fashions-shade.src/springs-window-fashions-shade.groovy
Springs Window Fashions Shade;;;;;;;;0x5E,0x26;;;;;0x9A00;;Window Shade;;;;;;;SmartThingsPublic/devicetypes/smartthings/springs-window-fashions-shade.src/springs-window-fashions-shade.groovy
Springs Window Fashions Shade;;;;4353;5A31;;;;;;;;;;Window Shade;;;026E;;;;SmartThingsPublic/devicetypes/smartthings/springs-window-fashions-shade.src/springs-window-fashions-shade.groovy
Springs Window Fashions Shade;;;;5253;5A31;;;;;;;;;;Roller Shade;;;026E;;;;SmartThingsPublic/devicetypes/smartthings/springs-window-fashions-shade.src/springs-window-fashions-shade.groovy
Z-Wave Mouse Trap;;SmartThings;;0003;0104;;;;;;;;;;Dome Mouser;;SmartThings-smartthings-Dome_Mouser;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-mouse-trap.src/zwave-mouse-trap.groovy
Fibaro Heat Controller;;;;1301;1000;;;;;;;;;;Fibaro Heat Controller;;;010F;;;;SmartThingsPublic/devicetypes/smartthings/fibaro-heat-controller.src/fibaro-heat-controller.groovy
Aeon Siren;;;;;;;0x1005;;0x5E,0x98;;;;;;Aeotec Siren (Gen 5);;;;;;;SmartThingsPublic/devicetypes/smartthings/aeon-siren.src/aeon-siren.groovy
ZigBee Dimmer;;;0104;;;;0101;;0006, 0008;;;;;;Generic Dimmable Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;AD-DimmableLight3001;;0101;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Eria ZigBee Dimmable Bulb;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;LCBulb01UK;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Aurora AOne Control Dimmer (120w);;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;Dimmer;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0003;;;;;Aurora AOne Control Dimmer (320w);;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWMPROZXBulb50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0009;0019;;;;;Aurora MPro;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWBulb51AU;;;;0000, 0004, 0003, 0006, 0008, 0005, FFFF, 1000;0019;;;;;Aurora Smart Dimmable;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWStrip50AU;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Aurora Dimmable Strip Controller;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWGU10Bulb50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FEDC;000A, 0019;;;;;Aurora Smart Dimmable GU10;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;NPD3032;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Aurora In-line Dimmer;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;WallDimmerMaster;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Aurora Smart Rotary Dimmer;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWST64Bulb50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05 ,1000, FEDC;000A, 0019;;;;;Aurora Dimmable Filament Vintage ST64;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWG125Bulb50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05 ,1000, FEDC;000A, 0019;;;;;Aurora Dimmable Filament Vintage G125;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;FWA60Bulb50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05 ,1000, FEDC;000A, 0019;;;;;Aurora Dimmable Filament Vintage GLS;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;D1 (5503);;;;0000, 0003, 0004, 0005, 0006, 0008, 0301, FC01;;;;;;INGENIUM ZB Universal Dimming Module ZBM01d;;;;ubisys;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;AD-DimmableLight3001;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;INGENIUM ZB LED Classic;;;;Megaman;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;RF 263;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FC82;0019;;;;;Innr Smart Filament Bulb Vintage;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;BF 263;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FC82;0019;;;;;Innr Smart Filament Bulb Vintage;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;BF 265;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FC82;0019;;;;;Innr Smart Filament Bulb;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;AE 260;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0019;;;;;Innr Smart Bulb;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;BE 220;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0019;;;;;Innr Smart Flood Light White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;;;RF 265;;;;;;;;;;Innr Smart Filament Bulb White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;RB 265;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Innr Smart Bulb White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;RB 245;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Innr Smart Candle White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;RS 225;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Innr Smart Spot White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;S111-201A;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FEDC;000A, 0019;;;;;Leedarson Dimmable White Bulb A19;;;;Smarthome;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;ZBT-DIMLight-GLS0000;;;;0000, 0004, 0003, 0006, 0008, 0005, FFFF, 1000;0019;;;;;Smart Bulb;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;ZHA-DIMLight-GLS0000;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Smart Bulb;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;ZBT-DIMLight-GLS;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Smart Bulb;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
